Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_02321,Healthy,0,0.7286,0.1278,1.0129,26.5,0.967,26.384,52.47,6.547,0.0352,0.0578
PHB_04879,Early Disease,1,0.6336,0.2833,0.7172,25.887,1.365,25.739,62.031,6.003,0.0343,0.0471
PHB_00522,Early Disease,1,0.7158,0.3227,0.7546,24.741,1.1773,22.21,56.019,5.915,0.0316,0.0271
PHB_00523,Healthy,0,0.8901,0.1484,0.8792,23.553,1.1859,24.171,69.952,6.658,0.0158,0.0434
PHB_05346,Healthy,0,0.8584,0.0398,0.7139,23.834,1.2562,23.58,68.194,6.284,0.0074,0.0212
PHB_09877,Severe Disease,3,0.4135,0.6721,0.4334,27.117,1.4392,21.676,53.636,6.512,0.061,0.0685
PHB_03360,Moderate Illness,2,0.4497,0.5193,0.5475,25.603,1.3777,24.126,60.682,6.286,0.0419,0.0785
PHB_01312,Severe Disease,3,0.3464,0.8229,0.5276,26.378,1.4048,22.399,78.361,6.314,0.0548,0.0465
PHB_03984,Healthy,0,0.9144,0.1193,0.9055,23.117,1.0628,22.929,64.395,6.638,0.0406,0.0406
PHB_06495,Severe Disease,3,0.3931,0.6459,0.444,27.42,1.2523,25.793,59.331,6.214,0.0604,0.0682
PHB_09561,Moderate Illness,2,0.4654,0.5345,0.542,27.123,1.4438,25.746,77.782,6.412,0.0382,0.0583
PHB_01717,Early Disease,1,0.6013,0.3022,0.7981,24.09,1.3162,24.542,78.21,6.593,0.0662,0.0565
PHB_00781,Early Disease,1,0.6086,0.2685,0.8158,25.492,1.1207,23.332,62.858,6.179,0.0488,0.0464
PHB_08799,Healthy,0,0.7237,0.1049,0.8298,25.318,1.2629,22.599,83.879,6.704,0.0216,0.03
PHB_08232,Healthy,0,0.869,0.0477,0.8487,24.344,1.1623,20.552,62.912,6.53,0.0243,0.0292
PHB_05608,Moderate Illness,2,0.4954,0.5869,0.5904,25.573,1.4263,24.24,67.245,5.951,0.0406,0.0629
PHB_05979,Healthy,0,0.8264,0.0883,0.9305,25.677,1.0536,24.019,75.461,5.857,0.0232,0.0521
PHB_00652,Severe Disease,3,0.3491,0.7382,0.4196,27.513,1.2671,25.496,71.707,6.513,0.0626,0.0527
PHB_03748,Severe Disease,3,0.382,0.6507,0.4823,28.771,1.3908,22.907,62.77,6.05,0.0554,0.0843
PHB_02197,Healthy,0,0.8468,0.186,0.7525,24.231,1.3,27.125,74.488,6.374,0.0203,0.0399
PHB_08419,Early Disease,1,0.7221,0.3052,0.7575,25.413,1.3035,24.675,64.538,6.587,0.0254,0.0431
PHB_00370,Severe Disease,3,0.3336,0.7816,0.3107,26.483,1.4207,26.874,62.047,6.069,0.0549,0.0578
PHB_09885,Healthy,0,0.7154,0.1485,0.9178,23.994,1.0674,22.994,67.946,6.905,0.0127,0.0299
PHB_08006,Moderate Illness,2,0.5236,0.4581,0.5207,26.419,1.2957,24.607,63.49,6.434,0.0538,0.0599
PHB_04215,Moderate Illness,2,0.4398,0.5566,0.6042,26.89,1.2381,21.821,64.027,5.963,0.0652,0.0366
PHB_00378,Early Disease,1,0.6319,0.3056,0.5896,25.301,1.2451,25.285,73.727,6.962,0.0451,0.0408
PHB_09447,Moderate Illness,2,0.4222,0.5388,0.6347,26.443,1.2581,24.372,60.688,6.058,0.0442,0.0385
PHB_02217,Healthy,0,0.8006,0.1113,0.8231,24.964,1.112,29.244,73.269,6.248,0.0315,0.0267
PHB_08683,Severe Disease,3,0.4189,0.7904,0.4504,27.814,1.2454,22.41,65.19,6.061,0.073,0.0613
PHB_01614,Early Disease,1,0.7076,0.309,0.7555,25.342,1.4425,28.06,57.532,5.86,0.0231,0.0316
PHB_06980,Moderate Illness,2,0.4729,0.4762,0.5344,26.343,1.407,25.65,59.683,6.737,0.0481,0.0619
PHB_07550,Healthy,0,0.8026,0.0853,0.8446,23.537,1.0059,25.191,59.231,6.706,0.037,0.0287
PHB_01828,Early Disease,1,0.574,0.39,0.7826,25.911,1.355,23.175,65.078,6.343,0.0451,0.054
PHB_03633,Moderate Illness,2,0.3919,0.59,0.4146,25.765,1.1824,25.165,57.682,6.327,0.0576,0.0528
PHB_00963,Healthy,0,0.6675,0.153,0.8167,25.443,1.156,26.471,77.185,6.176,0.0363,0.007
PHB_02994,Moderate Illness,2,0.4629,0.5568,0.661,26.001,1.3453,25.501,56.783,6.24,0.0744,0.0387
PHB_06607,Severe Disease,3,0.3334,0.7413,0.4476,28.46,1.5949,25.876,69.654,6.203,0.063,0.0678
PHB_09673,Severe Disease,3,0.2943,0.8273,0.4273,27.409,1.414,23.633,52.066,6.235,0.063,0.0686
PHB_02377,Severe Disease,3,0.4221,0.6369,0.3659,26.515,1.3668,22.686,70.667,6.4,0.0694,0.0455
PHB_08881,Moderate Illness,2,0.6389,0.5574,0.5659,27.415,1.3533,26.134,56.265,6.763,0.057,0.0605
PHB_00360,Moderate Illness,2,0.561,0.5591,0.5262,25.858,1.3509,26.654,74.955,5.975,0.0506,0.0336
PHB_03840,Early Disease,1,0.744,0.3682,0.6941,26.119,1.1372,21.644,54.556,6.742,0.0543,0.0456
PHB_08185,Early Disease,1,0.7987,0.287,0.7165,25.311,1.094,25.59,74.031,6.399,0.0473,0.0498
PHB_01247,Moderate Illness,2,0.5103,0.5185,0.518,26.523,1.2566,22.616,74.465,6.597,0.0486,0.0787
PHB_07505,Moderate Illness,2,0.4825,0.5088,0.6027,26.579,1.3614,23.545,61.568,6.051,0.0478,0.0509
PHB_08350,Healthy,0,0.854,0.1672,0.8136,25.062,1.0885,28.244,54.797,6.28,0.0085,0.0192
PHB_06512,Healthy,0,0.8136,0.1011,0.8574,24.823,0.9533,27.613,70.181,6.299,0.0196,0.0513
PHB_05088,Early Disease,1,0.6298,0.3189,0.9073,26.527,0.8199,24.171,66.864,6.477,0.0511,0.071
PHB_03695,Severe Disease,3,0.3371,0.8641,0.7236,28.483,1.1629,27.992,68.983,5.873,0.0715,0.0713
PHB_01574,Severe Disease,3,0.2397,0.7269,0.5415,27.294,1.3319,25.033,62.794,6.338,0.0519,0.0666
PHB_06282,Early Disease,1,0.6481,0.3157,0.7115,25.176,1.1362,26.027,57.469,6.208,0.0204,0.0517
PHB_05440,Healthy,0,0.7628,0.0925,0.8464,24.364,1.2381,19.801,66.252,6.371,0.0276,0.0351
PHB_02568,Healthy,0,0.8401,0.1916,0.8353,24.722,1.0092,23.543,76.934,6.528,0.0198,0.032
PHB_03424,Early Disease,1,0.6348,0.3677,0.6462,26.168,1.278,24.284,53.755,6.426,0.0421,0.0397
PHB_02038,Healthy,0,0.8066,0.1433,0.8081,23.868,1.0592,25.808,76.048,6.37,0.0277,0.0223
PHB_09244,Early Disease,1,0.7093,0.3256,0.5913,26.404,1.0572,22.124,77.998,6.295,0.0567,0.0276
PHB_00773,Moderate Illness,2,0.4513,0.5163,0.5709,26.332,1.5517,24.15,56.895,6.457,0.0466,0.0694
PHB_05381,Healthy,0,0.8594,0.1044,0.8555,24.798,1.1377,21.293,65.469,6.058,0.0221,0.005
PHB_09569,Healthy,0,0.9997,0.1119,0.8655,23.041,1.0232,23.67,71.33,6.46,0.0413,0.034
PHB_03563,Severe Disease,3,0.4211,0.6995,0.4811,26.895,1.4254,23.136,53.527,6.323,0.0577,0.084
PHB_00563,Severe Disease,3,0.3821,0.7463,0.4217,26.121,1.5362,24.79,54.043,6.266,0.0651,0.0752
PHB_06684,Severe Disease,3,0.2192,0.7222,0.4333,27.423,1.3399,24.34,69.7,6.171,0.0692,0.0729
PHB_02547,Severe Disease,3,0.3334,0.6732,0.4756,27.329,1.4408,25.141,68.687,6.38,0.0567,0.0821
PHB_05511,Healthy,0,0.7815,0.0486,0.8485,25.093,1.0198,25.472,72.469,6.559,0.001,0.0245
PHB_05331,Severe Disease,3,0.3451,0.746,0.4785,26.791,1.5257,26.133,59.856,5.875,0.0744,0.0703
PHB_09668,Severe Disease,3,0.1803,0.657,0.4843,27.974,1.5699,27.884,67.554,6.126,0.0649,0.0724
PHB_04532,Early Disease,1,0.6123,0.3867,0.7014,25.128,1.2005,26.285,70.912,6.007,0.021,0.043
PHB_01675,Severe Disease,3,0.4399,0.7871,0.464,27.103,1.4258,23.481,61.636,5.986,0.0543,0.0591
PHB_07396,Severe Disease,3,0.3505,0.7655,0.423,27.184,1.5538,22.758,72.646,6.532,0.0607,0.0861
PHB_00366,Early Disease,1,0.5479,0.363,0.6427,24.978,1.2437,23.108,73.592,6.567,0.04,0.0518
PHB_08017,Severe Disease,3,0.3576,0.6046,0.394,26.739,1.3698,23.784,60.547,6.3,0.0522,0.0292
PHB_09377,Severe Disease,3,0.4412,0.7726,0.5196,26.381,1.2807,25.983,64.463,6.367,0.0576,0.0791
PHB_04328,Moderate Illness,2,0.3879,0.467,0.6341,26.188,1.3257,26.094,61.767,6.481,0.052,0.0672
PHB_09984,Moderate Illness,2,0.5667,0.4786,0.4928,25.676,1.4157,25.305,69.436,6.566,0.0355,0.0561
PHB_00148,Moderate Illness,2,0.391,0.552,0.5053,25.255,1.4859,21.505,77.626,6.037,0.0626,0.0778
PHB_01669,Healthy,0,0.8353,0.1308,0.8636,24.403,1.0411,22.2,54.987,6.668,0.022,0.0165
PHB_03089,Moderate Illness,2,0.5001,0.4696,0.5697,25.988,1.2936,23.3,71.321,6.021,0.0488,0.0632
PHB_08845,Severe Disease,3,0.3443,0.7267,0.3917,27.384,1.335,24.115,56.648,6.459,0.0601,0.0535
PHB_07651,Severe Disease,3,0.3315,0.7835,0.4635,28.615,1.4888,25.889,73.012,5.839,0.0712,0.0688
PHB_00408,Severe Disease,3,0.3037,0.701,0.4467,26.463,1.5791,28.236,61.134,6.349,0.0509,0.0701
PHB_09585,Severe Disease,3,0.4127,0.7614,0.4558,27.746,1.3775,22.042,59.413,5.96,0.0704,0.0768
PHB_07789,Moderate Illness,2,0.6074,0.4416,0.5881,26.236,1.3606,25.816,71.348,6.499,0.0516,0.0874
PHB_03457,Severe Disease,3,0.2867,0.7829,0.4186,26.275,1.2445,28.41,51.24,6.344,0.0729,0.0721
PHB_06187,Moderate Illness,2,0.4225,0.5135,0.5827,25.919,1.3113,26.326,71.288,6.194,0.0423,0.0811
PHB_04183,Moderate Illness,2,0.609,0.5719,0.6586,26.395,1.2015,24.476,69.534,6.317,0.0622,0.054
PHB_03577,Severe Disease,3,0.3569,0.6619,0.5315,27.286,1.369,22.777,51.324,5.798,0.0696,0.0893
PHB_03272,Moderate Illness,2,0.6096,0.5682,0.584,25.655,1.1431,20.117,70.967,6.23,0.0296,0.0685
PHB_04941,Severe Disease,3,0.3471,0.7646,0.4686,26.766,1.2044,23.749,73.846,6.213,0.0652,0.0764
PHB_01032,Moderate Illness,2,0.5114,0.466,0.654,26.323,1.2708,21.15,69.588,6.404,0.0407,0.0351
PHB_08873,Healthy,0,0.8121,0.1634,0.8691,24.106,1.0022,23.295,46.717,6.744,0.0285,0.0434
PHB_06231,Severe Disease,3,0.2093,0.723,0.3342,26.571,1.4404,25.207,67.113,5.677,0.049,0.0715
PHB_06593,Early Disease,1,0.7272,0.3687,0.6359,26.009,1.113,24.326,68.646,6.776,0.0321,0.0382
PHB_08907,Early Disease,1,0.7479,0.2376,0.7343,25.529,1.1917,26.176,58.182,6.214,0.0097,0.0582
PHB_09812,Early Disease,1,0.7032,0.3478,0.7007,24.375,1.2093,23.869,60.505,6.137,0.035,0.0562
PHB_06725,Early Disease,1,0.5594,0.2509,0.694,26.439,1.1699,24.543,64.603,6.692,0.0371,0.0187
PHB_08030,Moderate Illness,2,0.4567,0.4173,0.5783,26.445,1.2938,24.315,63.742,6.094,0.0606,0.0483
PHB_08053,Severe Disease,3,0.2751,0.7213,0.4828,27.918,1.4819,29.382,59.175,6.209,0.0691,0.0707
PHB_00856,Early Disease,1,0.5569,0.32,0.82,25.212,1.2251,26.642,63.952,6.702,0.0472,0.0587
PHB_03927,Moderate Illness,2,0.3896,0.3989,0.5266,26.489,1.1323,26.183,63.831,6.239,0.043,0.0559
PHB_08548,Moderate Illness,2,0.4217,0.462,0.641,26.927,1.1593,27.078,61.84,6.102,0.0843,0.0421
PHB_00079,Moderate Illness,2,0.5111,0.5433,0.558,25.935,1.4143,26.919,57.891,6.246,0.0463,0.0497
PHB_07089,Healthy,0,0.9002,0.164,0.8693,24.901,1.0902,27.525,66.737,6.031,0.0186,0.0292
PHB_02248,Moderate Illness,2,0.4985,0.5507,0.6381,27.444,1.3226,24.429,69.745,6.653,0.0359,0.0604
PHB_08264,Severe Disease,3,0.2737,0.6999,0.3964,27.071,1.4032,25.389,65.931,6.525,0.0531,0.0674
PHB_04027,Moderate Illness,2,0.6093,0.3358,0.5177,25.809,1.2203,26.548,73.375,6.325,0.043,0.0729
PHB_09950,Moderate Illness,2,0.4623,0.4503,0.5101,26.327,1.7833,24.781,68.516,6.65,0.057,0.0663
PHB_09572,Moderate Illness,2,0.4704,0.4614,0.771,26.66,1.2948,24.161,60.3,6.466,0.0418,0.0669
PHB_09296,Early Disease,1,0.5975,0.328,0.7235,25.092,1.2841,27.604,55.659,6.365,0.0215,0.0487
PHB_00715,Severe Disease,3,0.3075,0.7648,0.3513,26.519,1.1411,21.818,73.682,5.922,0.0486,0.0835
PHB_07452,Early Disease,1,0.6055,0.3761,0.8065,24.984,1.2149,27.271,69.208,6.019,0.0373,0.0412
PHB_00789,Severe Disease,3,0.3255,0.6632,0.5078,26.617,1.5429,26.192,60.885,6.024,0.0586,0.0713
PHB_02280,Moderate Illness,2,0.5308,0.463,0.6109,25.87,1.204,25.159,73.678,5.809,0.0592,0.0563
PHB_04096,Early Disease,1,0.6471,0.3623,0.742,24.828,1.1058,26.066,62.961,6.49,0.0299,0.041
PHB_03898,Early Disease,1,0.614,0.2975,0.7834,25.538,1.3525,23.016,69.371,5.958,0.0372,0.0414
PHB_07945,Moderate Illness,2,0.4895,0.5179,0.5087,26.791,1.1937,24.852,72.293,6.443,0.0548,0.0561
PHB_07178,Severe Disease,3,0.3074,0.8106,0.5055,26.829,1.3468,27.471,62.444,6.139,0.0614,0.0539
PHB_09077,Severe Disease,3,0.4327,0.6476,0.5048,27.963,1.4721,26.36,55.185,6.13,0.0533,0.0615
PHB_09453,Severe Disease,3,0.3181,0.7076,0.3955,26.74,1.4086,26.111,65.529,6.092,0.0734,0.0736
PHB_03632,Severe Disease,3,0.2256,0.7433,0.4316,27.828,1.4647,24.178,64.906,6.088,0.0616,0.0735
PHB_08625,Early Disease,1,0.6476,0.3148,0.927,27.204,1.3521,20.731,75.323,6.653,0.038,0.0473
PHB_07298,Healthy,0,0.8493,0.1102,0.774,23.731,1.1272,23.837,69.349,6.522,0.019,0.0501
PHB_06273,Moderate Illness,2,0.5269,0.5237,0.6303,26.697,1.2611,26.365,67.179,6.397,0.0375,0.0536
PHB_00425,Moderate Illness,2,0.5024,0.4363,0.5506,26.625,1.3394,26.4,57.713,6.17,0.0604,0.0513
PHB_00393,Moderate Illness,2,0.4375,0.492,0.6467,26.87,1.1352,25.127,72.878,6.223,0.0366,0.0633
PHB_03192,Healthy,0,0.7586,0.0715,0.9128,23.268,1.0404,26.875,74.707,6.205,0.0307,0.0584
PHB_00017,Moderate Illness,2,0.5193,0.4324,0.5544,25.761,1.2278,25.284,74.709,6.598,0.043,0.0495
PHB_06336,Early Disease,1,0.6881,0.302,0.7078,25.029,1.2332,28.831,52.457,6.162,0.0378,0.0307
PHB_04201,Healthy,0,0.6893,0.1045,0.91,24.608,0.9403,27.882,70.523,6.582,0.025,0.0347
PHB_02673,Early Disease,1,0.6877,0.278,0.7332,24.839,1.1477,26.623,60.122,6.094,0.022,0.0374
PHB_02445,Early Disease,1,0.6645,0.3391,0.8389,25.761,1.2392,25.995,53.51,6.489,0.0315,0.0444
PHB_06698,Healthy,0,0.7423,0.0671,0.9625,24.025,1.0596,24.446,62.509,6.712,0.029,0.0353
PHB_06165,Severe Disease,3,0.3009,0.7296,0.5329,27.517,1.356,27.211,74.057,6.147,0.0607,0.0596
PHB_02602,Moderate Illness,2,0.4459,0.543,0.5557,25.796,1.2681,23.659,71.3,5.651,0.0408,0.0497
PHB_03494,Moderate Illness,2,0.4739,0.6019,0.5901,26.85,1.1719,25.686,63.85,5.936,0.0524,0.0521
PHB_06045,Moderate Illness,2,0.421,0.5214,0.5075,26.341,1.16,28.637,56.945,6.381,0.0619,0.044
PHB_01460,Early Disease,1,0.7103,0.3263,0.7504,24.915,1.2606,29.035,81.582,6.39,0.0429,0.0596
PHB_03805,Healthy,0,0.7601,0.0124,0.9078,24.463,0.9347,23.462,53.509,6.77,0.0411,0.0306
PHB_09846,Moderate Illness,2,0.494,0.5492,0.7809,26.976,1.3515,25.401,62.742,5.944,0.0844,0.0824
PHB_07395,Severe Disease,3,0.1809,0.7633,0.5767,26.663,1.5494,26.066,71.062,6.59,0.0622,0.064
PHB_04840,Healthy,0,0.8153,0.0455,0.8997,24.537,1.1896,26.03,64.399,6.72,0.0187,0.0301
PHB_08112,Early Disease,1,0.7262,0.2943,0.7133,25.402,1.1947,26.927,71.128,6.404,0.0223,0.0502
PHB_03836,Early Disease,1,0.6555,0.2627,0.6998,25.44,1.0866,24.305,61.4,6.45,0.0458,0.0666
PHB_09314,Moderate Illness,2,0.88,0.5082,0.5584,26.439,1.3271,25.955,73.062,6.128,0.0526,0.0578
PHB_05684,Moderate Illness,2,0.502,0.5321,0.4829,25.485,1.5262,25.097,65.234,6.65,0.0555,0.0548
PHB_08749,Severe Disease,3,0.3111,0.7319,0.3466,27.491,1.3854,23.522,61.176,5.766,0.0488,0.0595
PHB_05828,Healthy,0,0.8541,0.1164,0.8834,24.419,1.2096,22.899,54.663,6.47,0.0259,0.0642
PHB_09749,Severe Disease,3,0.3798,0.7885,0.4743,30.94,1.3568,25.981,66.203,5.999,0.0808,0.0619
PHB_04725,Healthy,0,0.7286,0.1392,0.9738,24.228,1.158,22.691,68.44,6.609,0.0309,0.0291
PHB_08760,Healthy,0,0.7924,0.0479,0.7144,23.903,1.2786,28.871,70.336,6.232,0.036,0.0459
PHB_05888,Healthy,0,0.8263,0.1194,0.7651,24.965,0.9743,22.151,63.088,6.344,0.0142,0.0539
PHB_02356,Severe Disease,3,0.3431,0.7966,0.4562,27.516,1.3631,25.851,54.328,6.255,0.0607,0.0733
PHB_06037,Severe Disease,3,0.3906,0.7747,0.3621,27.875,1.4759,27.57,71.109,6.236,0.0632,0.0696
PHB_04799,Severe Disease,3,0.353,0.6788,0.5232,28.257,1.4321,23.172,67.828,6.296,0.0499,0.0809
PHB_02443,Healthy,0,1.2,0.0264,0.9704,24.074,1.0987,29.848,72.698,6.085,0.0218,0.039
PHB_08646,Early Disease,1,0.6802,0.3253,0.7507,25.884,1.248,26.486,70.379,6.618,0.0557,0.0573
PHB_04593,Moderate Illness,2,0.4352,0.5857,0.4643,26.466,1.2434,24.545,60.299,6.082,0.0392,0.0669
PHB_08773,Moderate Illness,2,0.3864,0.5092,0.5297,27.562,1.1679,26.945,52.714,6.532,0.0491,0.0382
PHB_00465,Moderate Illness,2,0.5551,0.5499,0.7058,26.857,1.2597,28.533,59.582,6.13,0.0548,0.0662
PHB_00164,Healthy,0,0.7818,0.1136,0.8249,24.129,1.0657,22.64,55.883,6.756,0.0309,0.0344
PHB_09262,Healthy,0,0.744,0.0989,0.8533,23.915,1.2675,25.819,70.246,6.45,0.0196,0.0359
PHB_09434,Early Disease,1,0.5652,0.2757,0.7847,23.931,1.2265,23.997,66.767,6.114,0.0419,0.0438
PHB_08406,Severe Disease,3,0.272,0.7268,0.3635,26.155,1.4076,21.852,70.661,6.198,0.0571,0.0668
PHB_09778,Moderate Illness,2,0.4869,0.5537,0.5566,25.805,1.1343,29.364,59.205,6.238,0.0465,0.0701
PHB_09479,Early Disease,1,0.6085,0.3222,0.7607,26.34,1.3243,24.969,60.474,6.619,0.0174,0.0582
PHB_07381,Early Disease,1,0.7558,0.3399,0.7041,24.62,1.1953,26.506,58.044,6.324,0.0159,0.0579
PHB_06637,Healthy,0,0.9054,0.187,0.9541,25.761,1.1031,27.367,59.889,6.746,0.0188,0.0453
PHB_00242,Severe Disease,3,0.3933,0.799,0.4374,26.268,1.5305,25.69,71.262,5.945,0.0724,0.0633
PHB_02010,Moderate Illness,2,0.4836,0.505,0.4883,26.124,1.1087,24.129,66.34,6.225,0.0485,0.0744
PHB_06357,Early Disease,1,0.7295,0.3912,0.7243,25.166,1.2738,26.919,58.232,6.38,0.0403,0.0601
PHB_03085,Severe Disease,3,0.3928,0.734,0.4507,28.429,1.4092,24.312,63.008,6.021,0.0648,0.0642
PHB_06209,Healthy,0,0.8447,0.0634,0.7739,23.09,1.0894,25.561,71.029,6.144,0.0285,0.0374
PHB_00901,Early Disease,1,0.7026,0.2341,0.7748,26.076,1.1619,27.094,71.761,6.57,0.0415,0.0394
PHB_05543,Moderate Illness,2,0.4994,0.5777,0.5783,26.194,1.2152,24.711,65.342,5.99,0.0345,0.0435
PHB_06008,Severe Disease,3,0.272,0.6488,0.5128,26.634,1.4627,26.575,52.747,6.193,0.0704,0.0737
PHB_07639,Moderate Illness,2,0.4065,0.5677,0.5643,25.791,1.3235,26.699,75.171,6.321,0.0529,0.0471
PHB_06794,Moderate Illness,2,0.5374,0.4939,0.7999,26.46,1.3401,23.673,78.37,5.974,0.0338,0.043
PHB_08870,Moderate Illness,2,0.5088,0.4471,0.6489,27.095,1.1992,24.467,55.267,6.064,0.0507,0.0652
PHB_07759,Early Disease,1,0.6279,0.3501,0.6477,25.108,1.4107,23.876,64.546,6.274,0.03,0.0488
PHB_04838,Healthy,0,0.8101,0.1211,0.8761,24.254,1.067,23.981,69.057,6.635,0.0057,0.0327
PHB_02294,Early Disease,1,0.7065,0.309,0.8117,25.04,1.2055,23.198,73.494,6.201,0.0248,0.0414
PHB_06549,Moderate Illness,2,0.5112,0.5364,0.561,26.179,1.4574,28.008,66.503,6.222,0.0501,0.0332
PHB_07899,Severe Disease,3,0.4127,0.6809,0.3655,27.762,1.3408,22.882,54.619,5.914,0.0671,0.0443
PHB_07978,Severe Disease,3,0.3693,0.7485,0.5515,27.461,1.3062,21.654,59.614,5.949,0.0642,0.0596
PHB_04482,Moderate Illness,2,0.6234,0.4662,0.5656,25.764,1.3541,21.988,63.658,6.6,0.0435,0.0579
PHB_05303,Moderate Illness,2,0.4021,0.5048,0.4978,25.994,1.4707,21.856,65.57,6.267,0.0449,0.0609
PHB_04606,Early Disease,1,0.6621,0.3721,0.8774,25.004,1.1829,23.93,70.931,6.287,0.0324,0.0439
PHB_03717,Moderate Illness,2,0.5495,0.6721,0.5872,25.938,1.2432,27.149,67.733,6.536,0.0526,0.0757
PHB_09072,Early Disease,1,0.7364,0.3418,0.7126,25.758,1.339,24.475,64.114,6.524,0.0342,0.0483
PHB_06141,Healthy,0,0.9007,0.0,0.8425,24.442,1.2443,27.832,74.608,6.465,0.0066,0.0443
PHB_01765,Healthy,0,0.8388,0.0857,0.846,23.97,1.0948,22.192,69.026,6.197,0.0273,0.0562
PHB_06599,Healthy,0,0.8673,0.1608,0.8944,24.004,1.1506,22.131,52.422,5.952,0.032,0.039
PHB_01550,Early Disease,1,0.6209,0.3618,0.7962,26.214,1.2204,22.503,66.279,6.55,0.0421,0.0451
PHB_03030,Early Disease,1,0.5795,0.306,0.8108,25.09,1.2036,26.228,51.205,6.19,0.0568,0.0385
PHB_08654,Healthy,0,0.9613,0.1257,0.8473,23.82,0.9056,24.941,64.46,6.045,0.0376,0.0393
PHB_06299,Early Disease,1,0.6589,0.2596,0.7536,25.664,1.3213,25.943,64.223,6.269,0.0362,0.0398
PHB_06663,Healthy,0,0.9187,0.1822,0.8316,25.728,0.9412,20.612,74.022,6.246,0.0097,0.0409
PHB_06627,Moderate Illness,2,0.4008,0.4452,0.5228,26.359,1.1192,25.112,62.227,5.991,0.063,0.0639
PHB_02045,Severe Disease,3,0.4715,0.644,0.4946,31.255,1.3082,23.628,56.818,5.86,0.0779,0.0671
PHB_00768,Healthy,0,0.7948,0.1142,0.8878,24.06,1.1952,21.245,66.705,6.486,0.0307,0.017
PHB_05694,Severe Disease,3,0.4134,0.6731,0.49,27.172,1.2131,23.819,57.145,6.409,0.0544,0.0652
PHB_07871,Healthy,0,0.8697,0.1044,0.9133,25.239,1.1879,24.68,76.102,5.704,0.032,0.046
PHB_07796,Moderate Illness,2,0.5672,0.5471,0.718,27.014,1.3822,25.074,68.508,6.026,0.0376,0.046
PHB_01509,Healthy,0,0.8658,0.1523,1.0745,23.248,1.0557,31.732,74.01,7.081,0.0289,0.0217
PHB_07231,Early Disease,1,0.6325,0.341,0.7216,23.962,1.1915,26.932,87.616,5.876,0.0302,0.0485
PHB_07858,Healthy,0,0.8018,0.0971,0.8949,24.821,1.2408,23.768,77.538,5.798,0.0203,0.0286
PHB_03303,Early Disease,1,0.6995,0.3798,0.7387,24.917,1.1916,23.691,68.203,6.123,0.0337,0.0465
PHB_04518,Early Disease,1,0.7834,0.285,0.9055,25.339,0.9525,27.883,68.897,6.42,0.0216,0.0322
PHB_04220,Moderate Illness,2,0.4631,0.5167,0.6988,25.233,1.267,24.345,64.501,6.052,0.0272,0.062
PHB_09079,Healthy,0,0.7962,0.1608,0.9362,26.379,1.1706,22.924,60.153,6.527,0.0281,0.0121
PHB_09941,Severe Disease,3,0.3048,0.7927,0.4339,28.384,1.3543,23.695,64.156,6.898,0.0657,0.0884
PHB_03293,Moderate Illness,2,0.5586,0.5836,0.5039,27.113,1.3645,24.119,62.907,6.29,0.0416,0.0398
PHB_00820,Early Disease,1,0.6384,0.4175,0.6117,25.373,1.4892,23.505,68.108,6.215,0.0391,0.0282
PHB_01404,Early Disease,1,0.6834,0.3812,0.7296,25.333,1.114,26.866,60.54,6.542,0.0317,0.0595
PHB_01383,Moderate Illness,2,0.5506,0.4698,0.5834,27.912,1.2273,26.585,60.461,6.158,0.0607,0.0673
PHB_02149,Severe Disease,3,0.3602,0.7822,0.4636,26.321,1.4708,23.589,55.606,6.435,0.058,0.0667
PHB_06929,Early Disease,1,0.6401,0.2431,0.7252,25.035,1.3482,24.532,70.214,6.365,0.0338,0.0623
PHB_05672,Severe Disease,3,0.2788,0.8138,0.5179,27.947,1.2827,24.015,55.964,6.191,0.0695,0.089
PHB_01639,Healthy,0,0.7687,0.1194,0.8356,24.84,0.9624,23.808,55.474,6.671,0.025,0.0407
PHB_05892,Moderate Illness,2,0.5707,0.5469,0.5529,26.187,1.3276,25.648,59.032,6.008,0.039,0.0454
PHB_07428,Healthy,0,0.9056,0.084,0.884,23.398,1.1397,26.235,80.598,7.001,0.0359,0.0149
PHB_00609,Moderate Illness,2,0.4297,0.5311,0.5226,26.561,1.4253,22.192,70.273,6.831,0.0463,0.0663
PHB_06908,Severe Disease,3,0.3042,0.7723,0.5205,27.548,1.3852,27.027,67.845,6.025,0.0335,0.0909
PHB_00400,Early Disease,1,0.6377,0.2345,0.7705,25.608,1.2448,25.567,70.89,6.144,0.0245,0.0493
PHB_07248,Healthy,0,0.705,0.1466,0.9072,24.668,0.9448,28.076,78.135,6.345,0.0254,0.0423
PHB_06407,Severe Disease,3,0.351,0.8015,0.4228,26.076,1.2475,26.207,68.046,6.332,0.0462,0.0774
PHB_00883,Severe Disease,3,0.3617,0.6457,0.3635,27.319,1.419,20.424,64.966,6.283,0.0579,0.0599
PHB_03566,Severe Disease,3,0.4566,0.7426,0.502,27.959,1.5147,26.899,65.072,6.031,0.0628,0.0679
